Date,Date,Date
08/16/2017,08/16/2017,366
08/17/2003,08/17/2003,322
08/17/2004,08/17/2004,367
08/17/2005,08/17/2005,377
08/17/2006,08/17/2006,467
08/17/2007,08/17/2007,412
08/17/2008,08/17/2008,329
08/17/2009,08/17/2009,367
08/17/2010,08/17/2010,356
08/17/2011,08/17/2011,340
08/17/2012,08/17/2012,398
08/17/2013,08/17/2013,448
08/17/2014,08/17/2014,412
08/17/2015,08/17/2015,456
08/17/2016,08/17/2016,374
08/17/2017,08/17/2017,421
08/18/2003,08/18/2003,372
08/18/2004,08/18/2004,473
08/18/2005,08/18/2005,379
08/18/2006,08/18/2006,419
08/18/2007,08/18/2007,352
08/18/2008,08/18/2008,387
08/18/2009,08/18/2009,452
08/18/2010,08/18/2010,346
08/18/2011,08/18/2011,335
08/18/2012,08/18/2012,352
08/18/2013,08/18/2013,440
08/18/2014,08/18/2014,474
08/18/2015,08/18/2015,437
08/18/2016,08/18/2016,421
08/18/2017,08/18/2017,449
08/19/2003,08/19/2003,425
08/19/2004,08/19/2004,444
08/19/2005,08/19/2005,398
08/19/2006,08/19/2006,386
08/19/2007,08/19/2007,375
08/19/2008,08/19/2008,329
08/19/2009,08/19/2009,425
08/19/2010,08/19/2010,409
08/19/2011,08/19/2011,415
08/19/2012,08/19/2012,360
08/19/2013,08/19/2013,482
08/19/2014,08/19/2014,367
08/19/2015,08/19/2015,429
08/19/2016,08/19/2016,387
08/19/2017,08/19/2017,423
08/20/2003,08/20/2003,456
08/20/2004,08/20/2004,431
08/20/2005,08/20/2005,388
08/20/2006,08/20/2006,374
08/20/2007,08/20/2007,410
08/20/2008,08/20/2008,428
08/20/2009,08/20/2009,384
08/20/2010,08/20/2010,420
08/20/2011,08/20/2011,411
08/20/2012,08/20/2012,408
08/20/2013,08/20/2013,439
08/20/2014,08/20/2014,453
08/20/2015,08/20/2015,430
08/20/2016,08/20/2016,350
08/20/2017,08/20/2017,438
08/21/2003,08/21/2003,454
08/21/2004,08/21/2004,395
08/21/2005,08/21/2005,349
08/21/2006,08/21/2006,367
08/21/2007,08/21/2007,423
08/21/2008,08/21/2008,365
08/21/2009,08/21/2009,465
08/21/2010,08/21/2010,361
08/21/2011,08/21/2011,299
08/21/2012,08/21/2012,421
08/21/2013,08/21/2013,434
08/21/2014,08/21/2014,377
08/21/2015,08/21/2015,499
08/21/2016,08/21/2016,419
08/21/2017,08/21/2017,425
08/22/2003,08/22/2003,479
08/22/2004,08/22/2004,360
08/22/2005,08/22/2005,398
08/22/2006,08/22/2006,394
08/22/2007,08/22/2007,393
08/22/2008,08/22/2008,382
08/22/2009,08/22/2009,455
08/22/2010,08/22/2010,336
08/22/2011,08/22/2011,303
08/22/2012,08/22/2012,411
08/22/2013,08/22/2013,387
08/22/2014,08/22/2014,483
08/22/2015,08/22/2015,466
08/22/2016,08/22/2016,400
08/22/2017,08/22/2017,406
08/23/2003,08/23/2003,401
08/23/2004,08/23/2004,403
08/23/2005,08/23/2005,428
08/23/2006,08/23/2006,437
08/23/2007,08/23/2007,388
08/23/2008,08/23/2008,413
08/23/2009,08/23/2009,406
08/23/2010,08/23/2010,383
08/23/2011,08/23/2011,324
08/23/2012,08/23/2012,412
08/23/2013,08/23/2013,488
08/23/2014,08/23/2014,476
08/23/2015,08/23/2015,400
08/23/2016,08/23/2016,416
08/23/2017,08/23/2017,381
08/24/2003,08/24/2003,381
08/24/2004,08/24/2004,401
08/24/2005,08/24/2005,386
08/24/2006,08/24/2006,392
08/24/2007,08/24/2007,373
08/24/2008,08/24/2008,389
08/24/2009,08/24/2009,438
08/24/2010,08/24/2010,449
08/24/2011,08/24/2011,353
08/24/2012,08/24/2012,440
08/24/2013,08/24/2013,406
08/24/2014,08/24/2014,401
08/24/2015,08/24/2015,455
08/24/2016,08/24/2016,405
08/24/2017,08/24/2017,442
08/25/2003,08/25/2003,396
08/25/2004,08/25/2004,396
08/25/2005,08/25/2005,365
08/25/2006,08/25/2006,419
08/25/2007,08/25/2007,409
08/25/2008,08/25/2008,442
08/25/2009,08/25/2009,473
08/25/2010,08/25/2010,371
08/25/2011,08/25/2011,376
08/25/2012,08/25/2012,456
08/25/2013,08/25/2013,427
08/25/2014,08/25/2014,423
08/25/2015,08/25/2015,405
08/25/2016,08/25/2016,441
08/25/2017,08/25/2017,460
08/26/2003,08/26/2003,418
08/26/2004,08/26/2004,439
08/26/2005,08/26/2005,456
08/26/2006,08/26/2006,383
08/26/2007,08/26/2007,342
08/26/2008,08/26/2008,410
08/26/2009,08/26/2009,384
08/26/2010,08/26/2010,411
08/26/2011,08/26/2011,401
08/26/2012,08/26/2012,356
08/26/2013,08/26/2013,434
08/26/2014,08/26/2014,428
08/26/2015,08/26/2015,446
08/26/2016,08/26/2016,424
08/26/2017,08/26/2017,419
08/27/2003,08/27/2003,451
08/27/2004,08/27/2004,432
08/27/2005,08/27/2005,400
08/27/2006,08/27/2006,325
08/27/2007,08/27/2007,398
08/27/2008,08/27/2008,407
08/27/2009,08/27/2009,398
08/27/2010,08/27/2010,414
08/27/2011,08/27/2011,436
08/27/2012,08/27/2012,369
08/27/2013,08/27/2013,430
08/27/2014,08/27/2014,401
08/27/2015,08/27/2015,447
08/27/2016,08/27/2016,400
08/27/2017,08/27/2017,378
08/28/2003,08/28/2003,471
08/28/2004,08/28/2004,437
08/28/2005,08/28/2005,316
08/28/2006,08/28/2006,364
08/28/2007,08/28/2007,393
08/28/2008,08/28/2008,379
08/28/2009,08/28/2009,482
08/28/2010,08/28/2010,351
08/28/2011,08/28/2011,338
08/28/2012,08/28/2012,425
08/28/2013,08/28/2013,414
08/28/2014,08/28/2014,380
08/28/2015,08/28/2015,539
08/28/2016,08/28/2016,389
08/28/2017,08/28/2017,422
08/29/2003,08/29/2003,397
08/29/2004,08/29/2004,372
08/29/2005,08/29/2005,388
08/29/2006,08/29/2006,361
08/29/2007,08/29/2007,423
08/29/2008,08/29/2008,418
08/29/2009,08/29/2009,474
08/29/2010,08/29/2010,380
08/29/2011,08/29/2011,304
08/29/2012,08/29/2012,439
08/29/2013,08/29/2013,435
08/29/2014,08/29/2014,502
08/29/2015,08/29/2015,450
08/29/2016,08/29/2016,413
08/29/2017,08/29/2017,388
08/30/2003,08/30/2003,432
08/30/2004,08/30/2004,348
08/30/2005,08/30/2005,393
08/30/2006,08/30/2006,431
08/30/2007,08/30/2007,364
08/30/2008,08/30/2008,376
08/30/2009,08/30/2009,405
08/30/2010,08/30/2010,342
08/30/2011,08/30/2011,369
08/30/2012,08/30/2012,410
08/30/2013,08/30/2013,429
08/30/2014,08/30/2014,467
08/30/2015,08/30/2015,461
08/30/2016,08/30/2016,359
08/30/2017,08/30/2017,446
08/31/2003,08/31/2003,384
08/31/2004,08/31/2004,382
08/31/2005,08/31/2005,433
08/31/2006,08/31/2006,361
08/31/2007,08/31/2007,368
08/31/2008,08/31/2008,407
08/31/2009,08/31/2009,445
08/31/2010,08/31/2010,430
08/31/2011,08/31/2011,390
08/31/2012,08/31/2012,446
08/31/2013,08/31/2013,409
08/31/2014,08/31/2014,378
08/31/2015,08/31/2015,391
08/31/2016,08/31/2016,418
08/31/2017,08/31/2017,438
09/01/2003,09/01/2003,423
09/01/2004,09/01/2004,525
09/01/2005,09/01/2005,440
09/01/2006,09/01/2006,482
09/01/2007,09/01/2007,418
09/01/2008,09/01/2008,510
09/01/2009,09/01/2009,494
09/01/2010,09/01/2010,477
09/01/2011,09/01/2011,424
09/01/2012,09/01/2012,456
09/01/2013,09/01/2013,493
09/01/2014,09/01/2014,378
09/01/2015,09/01/2015,473
09/01/2016,09/01/2016,453
09/01/2017,09/01/2017,540
09/02/2003,09/02/2003,389
09/02/2004,09/02/2004,375
09/02/2005,09/02/2005,439
09/02/2006,09/02/2006,383
09/02/2007,09/02/2007,318
09/02/2008,09/02/2008,381
09/02/2009,09/02/2009,411
09/02/2010,09/02/2010,403
09/02/2011,09/02/2011,375
09/02/2012,09/02/2012,364
09/02/2013,09/02/2013,377
09/02/2014,09/02/2014,411
09/02/2015,09/02/2015,439
09/02/2016,09/02/2016,490
09/02/2017,09/02/2017,399
09/03/2003,09/03/2003,384
09/03/2004,09/03/2004,402
09/03/2005,09/03/2005,371
09/03/2006,09/03/2006,310
09/03/2007,09/03/2007,314
09/03/2008,09/03/2008,377
09/03/2009,09/03/2009,359
09/03/2010,09/03/2010,423
09/03/2011,09/03/2011,365
09/03/2012,09/03/2012,422
09/03/2013,09/03/2013,410
09/03/2014,09/03/2014,385
09/03/2015,09/03/2015,413
09/03/2016,09/03/2016,413
09/03/2017,09/03/2017,355
09/04/2003,09/04/2003,369
09/04/2004,09/04/2004,386
09/04/2005,09/04/2005,304
09/04/2006,09/04/2006,380
09/04/2007,09/04/2007,387
09/04/2008,09/04/2008,353
09/04/2009,09/04/2009,420
09/04/2010,09/04/2010,394
09/04/2011,09/04/2011,325
09/04/2012,09/04/2012,399
09/04/2013,09/04/2013,472
09/04/2014,09/04/2014,471
09/04/2015,09/04/2015,455
09/04/2016,09/04/2016,401
09/04/2017,09/04/2017,386
09/05/2003,09/05/2003,470
09/05/2004,09/05/2004,339
09/05/2005,09/05/2005,332
09/05/2006,09/05/2006,358
09/05/2007,09/05/2007,402
09/05/2008,09/05/2008,412
09/05/2009,09/05/2009,447
09/05/2010,09/05/2010,355
09/05/2011,09/05/2011,345
09/05/2012,09/05/2012,372
09/05/2013,09/05/2013,447
09/05/2014,09/05/2014,442
09/05/2015,09/05/2015,469
09/05/2016,09/05/2016,350
09/05/2017,09/05/2017,380
09/06/2003,09/06/2003,419
09/06/2004,09/06/2004,304
09/06/2005,09/06/2005,334
09/06/2006,09/06/2006,363
09/06/2007,09/06/2007,418
09/06/2008,09/06/2008,472
09/06/2009,09/06/2009,387
09/06/2010,09/06/2010,381
09/06/2011,09/06/2011,343
09/06/2012,09/06/2012,403
09/06/2013,09/06/2013,510
09/06/2014,09/06/2014,433
09/06/2015,09/06/2015,403
09/06/2016,09/06/2016,420
09/06/2017,09/06/2017,408
09/07/2003,09/07/2003,385
09/07/2004,09/07/2004,397
09/07/2005,09/07/2005,392
09/07/2006,09/07/2006,361
09/07/2007,09/07/2007,442
09/07/2008,09/07/2008,370
09/07/2009,09/07/2009,411
09/07/2010,09/07/2010,365
09/07/2011,09/07/2011,332
09/07/2012,09/07/2012,388
09/07/2013,09/07/2013,482
09/07/2014,09/07/2014,353
09/07/2015,09/07/2015,403
09/07/2016,09/07/2016,405
09/07/2017,09/07/2017,399
09/08/2003,09/08/2003,388
09/08/2004,09/08/2004,389
09/08/2005,09/08/2005,426
09/08/2006,09/08/2006,401
09/08/2007,09/08/2007,398
09/08/2008,09/08/2008,391
09/08/2009,09/08/2009,425
09/08/2010,09/08/2010,397
09/08/2011,09/08/2011,333
09/08/2012,09/08/2012,405
09/08/2013,09/08/2013,434
09/08/2014,09/08/2014,398
09/08/2015,09/08/2015,408
09/08/2016,09/08/2016,388
09/08/2017,09/08/2017,441
09/09/2003,09/09/2003,435
09/09/2004,09/09/2004,410
09/09/2005,09/09/2005,417
09/09/2006,09/09/2006,394
09/09/2007,09/09/2007,439
09/09/2008,09/09/2008,374
09/09/2009,09/09/2009,410
09/09/2010,09/09/2010,400
09/09/2011,09/09/2011,435
09/09/2012,09/09/2012,402
09/09/2013,09/09/2013,444
09/09/2014,09/09/2014,433
09/09/2015,09/09/2015,402
09/09/2016,09/09/2016,429
09/09/2017,09/09/2017,418
09/10/2003,09/10/2003,450
09/10/2004,09/10/2004,388
09/10/2005,09/10/2005,385
09/10/2006,09/10/2006,373
09/10/2007,09/10/2007,375
09/10/2008,09/10/2008,404
09/10/2009,09/10/2009,417
09/10/2010,09/10/2010,409
09/10/2011,09/10/2011,374
09/10/2012,09/10/2012,400
09/10/2013,09/10/2013,420
09/10/2014,09/10/2014,462
09/10/2015,09/10/2015,417
09/10/2016,09/10/2016,429
09/10/2017,09/10/2017,427
09/11/2003,09/11/2003,498
09/11/2004,09/11/2004,358
09/11/2005,09/11/2005,305
09/11/2006,09/11/2006,402
09/11/2007,09/11/2007,384
09/11/2008,09/11/2008,392
09/11/2009,09/11/2009,388
09/11/2010,09/11/2010,366
09/11/2011,09/11/2011,401
09/11/2012,09/11/2012,364
09/11/2013,09/11/2013,516
09/11/2014,09/11/2014,404
09/11/2015,09/11/2015,482
09/11/2016,09/11/2016,360
09/11/2017,09/11/2017,435
09/12/2003,09/12/2003,459
09/12/2004,09/12/2004,371
09/12/2005,09/12/2005,372
09/12/2006,09/12/2006,403
09/12/2007,09/12/2007,392
09/12/2008,09/12/2008,432
09/12/2009,09/12/2009,398
09/12/2010,09/12/2010,370
09/12/2011,09/12/2011,395
09/12/2012,09/12/2012,422
09/12/2013,09/12/2013,481
09/12/2014,09/12/2014,420
09/12/2015,09/12/2015,483
09/12/2016,09/12/2016,383
09/12/2017,09/12/2017,414
09/13/2003,09/13/2003,426
09/13/2004,09/13/2004,367
09/13/2005,09/13/2005,379
09/13/2006,09/13/2006,415
09/13/2007,09/13/2007,441
09/13/2008,09/13/2008,402
09/13/2009,09/13/2009,397
09/13/2010,09/13/2010,358
09/13/2011,09/13/2011,321
09/13/2012,09/13/2012,394
09/13/2013,09/13/2013,504
09/13/2014,09/13/2014,417
09/13/2015,09/13/2015,406
09/13/2016,09/13/2016,410
09/13/2017,09/13/2017,395
09/14/2003,09/14/2003,366
09/14/2004,09/14/2004,393
09/14/2005,09/14/2005,373
09/14/2006,09/14/2006,407
09/14/2007,09/14/2007,416
09/14/2008,09/14/2008,386
09/14/2009,09/14/2009,402
09/14/2010,09/14/2010,404
09/14/2011,09/14/2011,348
09/14/2012,09/14/2012,495
09/14/2013,09/14/2013,433
09/14/2014,09/14/2014,396
09/14/2015,09/14/2015,393
09/14/2016,09/14/2016,388
09/14/2017,09/14/2017,442
09/15/2003,09/15/2003,429
09/15/2004,09/15/2004,438
09/15/2005,09/15/2005,406
09/15/2006,09/15/2006,392
09/15/2007,09/15/2007,466
09/15/2008,09/15/2008,373
09/15/2009,09/15/2009,485
09/15/2010,09/15/2010,355
09/15/2011,09/15/2011,372
09/15/2012,09/15/2012,404
09/15/2013,09/15/2013,444
09/15/2014,09/15/2014,383
09/15/2015,09/15/2015,426
09/15/2016,09/15/2016,464
09/15/2017,09/15/2017,440
09/16/2003,09/16/2003,452
09/16/2004,09/16/2004,439
09/16/2005,09/16/2005,441
09/16/2006,09/16/2006,393
09/16/2007,09/16/2007,382
09/16/2008,09/16/2008,361
09/16/2009,09/16/2009,408
09/16/2010,09/16/2010,414
09/16/2011,09/16/2011,381
09/16/2012,09/16/2012,382
09/16/2013,09/16/2013,434
09/16/2014,09/16/2014,406
09/16/2015,09/16/2015,448
09/16/2016,09/16/2016,433
09/16/2017,09/16/2017,477
09/17/2003,09/17/2003,415
09/17/2004,09/17/2004,446
09/17/2005,09/17/2005,369
09/17/2006,09/17/2006,358
09/17/2007,09/17/2007,435
09/17/2008,09/17/2008,372
09/17/2009,09/17/2009,454
09/17/2010,09/17/2010,370
09/17/2011,09/17/2011,364
09/17/2012,09/17/2012,393
09/17/2013,09/17/2013,427
09/17/2014,09/17/2014,395
09/17/2015,09/17/2015,447
09/17/2016,09/17/2016,432
09/17/2017,09/17/2017,359
09/18/2003,09/18/2003,470
09/18/2004,09/18/2004,365
09/18/2005,09/18/2005,346
09/18/2006,09/18/2006,337
09/18/2007,09/18/2007,366
09/18/2008,09/18/2008,405
09/18/2009,09/18/2009,443
09/18/2010,09/18/2010,389
09/18/2011,09/18/2011,336
09/18/2012,09/18/2012,345
09/18/2013,09/18/2013,480
09/18/2014,09/18/2014,412
09/18/2015,09/18/2015,441
09/18/2016,09/18/2016,419
09/18/2017,09/18/2017,428
09/19/2003,09/19/2003,444
09/19/2004,09/19/2004,293
09/19/2005,09/19/2005,387
09/19/2006,09/19/2006,398
09/19/2007,09/19/2007,341
09/19/2008,09/19/2008,397
09/19/2009,09/19/2009,405
09/19/2010,09/19/2010,354
09/19/2011,09/19/2011,304
09/19/2012,09/19/2012,408
09/19/2013,09/19/2013,447
09/19/2014,09/19/2014,464
09/19/2015,09/19/2015,452
09/19/2016,09/19/2016,385
09/19/2017,09/19/2017,337
09/20/2003,09/20/2003,420
09/20/2004,09/20/2004,350
09/20/2005,09/20/2005,377
09/20/2006,09/20/2006,407
09/20/2007,09/20/2007,393
09/20/2008,09/20/2008,393
09/20/2009,09/20/2009,423
09/20/2010,09/20/2010,388
09/20/2011,09/20/2011,404
09/20/2012,09/20/2012,388
09/20/2013,09/20/2013,485
09/20/2014,09/20/2014,480
09/20/2015,09/20/2015,435
09/20/2016,09/20/2016,387
09/20/2017,09/20/2017,394
09/21/2003,09/21/2003,395
09/21/2004,09/21/2004,372
09/21/2005,09/21/2005,428
09/21/2006,09/21/2006,422
09/21/2007,09/21/2007,426
09/21/2008,09/21/2008,342
09/21/2009,09/21/2009,361
09/21/2010,09/21/2010,403
09/21/2011,09/21/2011,419
09/21/2012,09/21/2012,458
09/21/2013,09/21/2013,398
09/21/2014,09/21/2014,435
09/21/2015,09/21/2015,387
09/21/2016,09/21/2016,391
09/21/2017,09/21/2017,382
09/22/2003,09/22/2003,444
09/22/2004,09/22/2004,383
09/22/2005,09/22/2005,427
09/22/2006,09/22/2006,419
09/22/2007,09/22/2007,367
09/22/2008,09/22/2008,365
09/22/2009,09/22/2009,418
09/22/2010,09/22/2010,431
09/22/2011,09/22/2011,402
09/22/2012,09/22/2012,386
09/22/2013,09/22/2013,392
09/22/2014,09/22/2014,399
09/22/2015,09/22/2015,453
09/22/2016,09/22/2016,432
09/22/2017,09/22/2017,503
09/23/2003,09/23/2003,501
09/23/2004,09/23/2004,472
09/23/2005,09/23/2005,449
09/23/2006,09/23/2006,374
09/23/2007,09/23/2007,381
09/23/2008,09/23/2008,416
09/23/2009,09/23/2009,412
09/23/2010,09/23/2010,385
09/23/2011,09/23/2011,427
09/23/2012,09/23/2012,416
09/23/2013,09/23/2013,460
09/23/2014,09/23/2014,425
09/23/2015,09/23/2015,403
09/23/2016,09/23/2016,451
09/23/2017,09/23/2017,486
09/24/2003,09/24/2003,477
09/24/2004,09/24/2004,439
09/24/2005,09/24/2005,352
09/24/2006,09/24/2006,325
09/24/2007,09/24/2007,398
09/24/2008,09/24/2008,478
09/24/2009,09/24/2009,387
09/24/2010,09/24/2010,419
09/24/2011,09/24/2011,417
09/24/2012,09/24/2012,348
09/24/2013,09/24/2013,449
09/24/2014,09/24/2014,393
09/24/2015,09/24/2015,467
09/24/2016,09/24/2016,447
09/24/2017,09/24/2017,358
09/25/2003,09/25/2003,399
09/25/2004,09/25/2004,448
09/25/2005,09/25/2005,415
09/25/2006,09/25/2006,326
09/25/2007,09/25/2007,390
09/25/2008,09/25/2008,409
09/25/2009,09/25/2009,475
09/25/2010,09/25/2010,413
09/25/2011,09/25/2011,342
09/25/2012,09/25/2012,357
09/25/2013,09/25/2013,526
09/25/2014,09/25/2014,383
09/25/2015,09/25/2015,443
09/25/2016,09/25/2016,431
09/25/2017,09/25/2017,403
09/26/2003,09/26/2003,485
09/26/2004,09/26/2004,353
09/26/2005,09/26/2005,364
09/26/2006,09/26/2006,356
09/26/2007,09/26/2007,447
09/26/2008,09/26/2008,401
09/26/2009,09/26/2009,428
09/26/2010,09/26/2010,326
09/26/2011,09/26/2011,397
09/26/2012,09/26/2012,356
09/26/2013,09/26/2013,502
09/26/2014,09/26/2014,467
09/26/2015,09/26/2015,424
09/26/2016,09/26/2016,419
09/26/2017,09/26/2017,462
09/27/2003,09/27/2003,415
09/27/2004,09/27/2004,396
09/27/2005,09/27/2005,427
09/27/2006,09/27/2006,346
09/27/2007,09/27/2007,431
09/27/2008,09/27/2008,444
09/27/2009,09/27/2009,358
09/27/2010,09/27/2010,411
09/27/2011,09/27/2011,343
09/27/2012,09/27/2012,365
09/27/2013,09/27/2013,517
09/27/2014,09/27/2014,497
09/27/2015,09/27/2015,391
09/27/2016,09/27/2016,423
09/27/2017,09/27/2017,478
09/28/2003,09/28/2003,351
09/28/2004,09/28/2004,403
09/28/2005,09/28/2005,393
09/28/2006,09/28/2006,360
09/28/2007,09/28/2007,435
09/28/2008,09/28/2008,445
09/28/2009,09/28/2009,337
09/28/2010,09/28/2010,366
09/28/2011,09/28/2011,402
09/28/2012,09/28/2012,409
09/28/2013,09/28/2013,471
09/28/2014,09/28/2014,386
09/28/2015,09/28/2015,415
09/28/2016,09/28/2016,445
09/28/2017,09/28/2017,427
09/29/2003,09/29/2003,415
09/29/2004,09/29/2004,429
09/29/2005,09/29/2005,397
09/29/2006,09/29/2006,429
09/29/2007,09/29/2007,413
09/29/2008,09/29/2008,389
09/29/2009,09/29/2009,422
09/29/2010,09/29/2010,465
09/29/2011,09/29/2011,386
09/29/2012,09/29/2012,417
09/29/2013,09/29/2013,422
09/29/2014,09/29/2014,411
09/29/2015,09/29/2015,427
09/29/2016,09/29/2016,364
09/29/2017,09/29/2017,429
09/30/2003,09/30/2003,425
09/30/2004,09/30/2004,365
09/30/2005,09/30/2005,442
09/30/2006,09/30/2006,346
09/30/2007,09/30/2007,354
09/30/2008,09/30/2008,460
09/30/2009,09/30/2009,374
09/30/2010,09/30/2010,401
09/30/2011,09/30/2011,445
09/30/2012,09/30/2012,392
09/30/2013,09/30/2013,448
09/30/2014,09/30/2014,402
09/30/2015,09/30/2015,391
09/30/2016,09/30/2016,457
09/30/2017,09/30/2017,425
10/01/2003,10/01/2003,521
10/01/2004,10/01/2004,471
10/01/2005,10/01/2005,498
10/01/2006,10/01/2006,428
10/01/2007,10/01/2007,453
10/01/2008,10/01/2008,479
10/01/2009,10/01/2009,452
10/01/2010,10/01/2010,550
10/01/2011,10/01/2011,485
10/01/2012,10/01/2012,547
10/01/2013,10/01/2013,504
10/01/2014,10/01/2014,446
10/01/2015,10/01/2015,554
10/01/2016,10/01/2016,476
10/01/2017,10/01/2017,419
10/02/2003,10/02/2003,447
10/02/2004,10/02/2004,323
10/02/2005,10/02/2005,391
10/02/2006,10/02/2006,457
10/02/2007,10/02/2007,385
10/02/2008,10/02/2008,364
10/02/2009,10/02/2009,423
10/02/2010,10/02/2010,355
10/02/2011,10/02/2011,337
10/02/2012,10/02/2012,411
10/02/2013,10/02/2013,482
10/02/2014,10/02/2014,398
10/02/2015,10/02/2015,482
10/02/2016,10/02/2016,367
10/02/2017,10/02/2017,370
10/03/2003,10/03/2003,459
10/03/2004,10/03/2004,343
10/03/2005,10/03/2005,428
10/03/2006,10/03/2006,380
10/03/2007,10/03/2007,408
10/03/2008,10/03/2008,418
10/03/2009,10/03/2009,432
10/03/2010,10/03/2010,350
10/03/2011,10/03/2011,303
10/03/2012,10/03/2012,395
10/03/2013,10/03/2013,454
10/03/2014,10/03/2014,451
10/03/2015,10/03/2015,411
10/03/2016,10/03/2016,426
10/03/2017,10/03/2017,437
10/04/2003,10/04/2003,354
10/04/2004,10/04/2004,404
10/04/2005,10/04/2005,435
10/04/2006,10/04/2006,336
10/04/2007,10/04/2007,381
10/04/2008,10/04/2008,490
10/04/2009,10/04/2009,355
10/04/2010,10/04/2010,338
10/04/2011,10/04/2011,358
10/04/2012,10/04/2012,362
10/04/2013,10/04/2013,555
10/04/2014,10/04/2014,484
10/04/2015,10/04/2015,381
10/04/2016,10/04/2016,439
10/04/2017,10/04/2017,422
10/05/2003,10/05/2003,373
10/05/2004,10/05/2004,315
10/05/2005,10/05/2005,424
10/05/2006,10/05/2006,359
10/05/2007,10/05/2007,338
10/05/2008,10/05/2008,416
10/05/2009,10/05/2009,406
10/05/2010,10/05/2010,405
10/05/2011,10/05/2011,337
10/05/2012,10/05/2012,436
10/05/2013,10/05/2013,465
10/05/2014,10/05/2014,432
10/05/2015,10/05/2015,418
10/05/2016,10/05/2016,397
10/05/2017,10/05/2017,422
10/06/2003,10/06/2003,390
10/06/2004,10/06/2004,463
10/06/2005,10/06/2005,440
10/06/2006,10/06/2006,491
10/06/2007,10/06/2007,381
10/06/2008,10/06/2008,389
10/06/2009,10/06/2009,383
10/06/2010,10/06/2010,382
10/06/2011,10/06/2011,323
10/06/2012,10/06/2012,505
10/06/2013,10/06/2013,445
10/06/2014,10/06/2014,396
10/06/2015,10/06/2015,396
10/06/2016,10/06/2016,410
10/06/2017,10/06/2017,445
10/07/2003,10/07/2003,468
10/07/2004,10/07/2004,374
10/07/2005,10/07/2005,462
10/07/2006,10/07/2006,372
10/07/2007,10/07/2007,414
10/07/2008,10/07/2008,396
10/07/2009,10/07/2009,390
10/07/2010,10/07/2010,399
10/07/2011,10/07/2011,340
10/07/2012,10/07/2012,466
10/07/2013,10/07/2013,414
10/07/2014,10/07/2014,459
10/07/2015,10/07/2015,428
10/07/2016,10/07/2016,477
10/07/2017,10/07/2017,453
10/08/2003,10/08/2003,447
10/08/2004,10/08/2004,442
10/08/2005,10/08/2005,401
10/08/2006,10/08/2006,319
10/08/2007,10/08/2007,374
10/08/2008,10/08/2008,495
10/08/2009,10/08/2009,360
10/08/2010,10/08/2010,396
10/08/2011,10/08/2011,364
10/08/2012,10/08/2012,349
10/08/2013,10/08/2013,416
10/08/2014,10/08/2014,393
10/08/2015,10/08/2015,420
10/08/2016,10/08/2016,533
10/08/2017,10/08/2017,457
10/09/2003,10/09/2003,388
10/09/2004,10/09/2004,373
10/09/2005,10/09/2005,394
10/09/2006,10/09/2006,324
10/09/2007,10/09/2007,381
10/09/2008,10/09/2008,391
10/09/2009,10/09/2009,432
10/09/2010,10/09/2010,423
10/09/2011,10/09/2011,334
10/09/2012,10/09/2012,366
10/09/2013,10/09/2013,439
10/09/2014,10/09/2014,460
10/09/2015,10/09/2015,432
10/09/2016,10/09/2016,430
10/09/2017,10/09/2017,407
10/10/2003,10/10/2003,392
10/10/2004,10/10/2004,358
10/10/2005,10/10/2005,343
10/10/2006,10/10/2006,386
10/10/2007,10/10/2007,365
10/10/2008,10/10/2008,450
10/10/2009,10/10/2009,371
10/10/2010,10/10/2010,361
10/10/2011,10/10/2011,335
10/10/2012,10/10/2012,410
10/10/2013,10/10/2013,447
10/10/2014,10/10/2014,460
10/10/2015,10/10/2015,485
10/10/2016,10/10/2016,459
10/10/2017,10/10/2017,423
10/11/2003,10/11/2003,398
10/11/2004,10/11/2004,360
10/11/2005,10/11/2005,405
10/11/2006,10/11/2006,395
10/11/2007,10/11/2007,395
10/11/2008,10/11/2008,441
10/11/2009,10/11/2009,435
10/11/2010,10/11/2010,332
10/11/2011,10/11/2011,338
10/11/2012,10/11/2012,339
10/11/2013,10/11/2013,458
10/11/2014,10/11/2014,521
10/11/2015,10/11/2015,370
10/11/2016,10/11/2016,404
10/11/2017,10/11/2017,409
10/12/2003,10/12/2003,373
10/12/2004,10/12/2004,391
10/12/2005,10/12/2005,424
10/12/2006,10/12/2006,398
10/12/2007,10/12/2007,345
10/12/2008,10/12/2008,405
10/12/2009,10/12/2009,353
10/12/2010,10/12/2010,403
10/12/2011,10/12/2011,387
10/12/2012,10/12/2012,437
10/12/2013,10/12/2013,355
10/12/2014,10/12/2014,414
10/12/2015,10/12/2015,393
10/12/2016,10/12/2016,449
10/12/2017,10/12/2017,412
10/13/2003,10/13/2003,410
10/13/2004,10/13/2004,431
10/13/2005,10/13/2005,400
10/13/2006,10/13/2006,389
10/13/2007,10/13/2007,380
10/13/2008,10/13/2008,411
10/13/2009,10/13/2009,307
10/13/2010,10/13/2010,389
10/13/2011,10/13/2011,409
10/13/2012,10/13/2012,401
10/13/2013,10/13/2013,388
10/13/2014,10/13/2014,433
10/13/2015,10/13/2015,419
10/13/2016,10/13/2016,461
10/13/2017,10/13/2017,490
10/14/2003,10/14/2003,442
10/14/2004,10/14/2004,406
10/14/2005,10/14/2005,425
